date,language,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,stay_home_requirements,after_lockdown_start,stringency_index,hobby,pageviews
2020-03-07,German (AUT),-0.0550488888888888,0.1894288888888889,0,0,19.44,book,204
2020-03-07,German (CHE),-0.075244,0.1878475999999999,0,0,25.0,book,204
2020-03-07,German (DEU),0.0009974999999999,0.2234825,0,0,25.0,book,204
2020-03-07,Serbian,0.0095524,0.1858464,0,0,13.89,book,3
2020-03-07,Vietnamese,0.0312598723404255,0.2236820425531915,0,0,47.22,book,20
2020-03-07,Japanese,-0.0647107831325301,0.138244578313253,0,0,43.52,book,128
2020-03-08,Japanese,-0.1615681749622926,0.1979689592760181,0,0,43.52,book,140
2020-03-08,German (DEU),0.059499375,0.32889375,0,0,25.0,book,191
2020-03-08,German (CHE),-0.0004064,0.2621432,0,0,25.0,book,191
2020-03-08,Vietnamese,0.0534135177304964,0.2259193191489361,0,0,47.22,book,20
2020-03-08,Tamil,0.0091191717791411,0.1216151533742331,1,1,26.85,book,12
2020-03-08,German (AUT),0.0797477777777777,0.24866,0,0,19.44,book,191
2020-03-09,Tamil,-0.0386152147239263,0.1111551687116564,1,1,26.85,book,14
2020-03-09,Vietnamese,0.0404196312056737,0.2147739716312056,0,0,47.22,book,27
2020-03-09,German (DEU),0.0476325,0.165776875,1,1,28.7,book,237
2020-03-09,German (CHE),-0.0234312,0.1644267999999999,0,0,25.0,book,237
2020-03-09,Japanese,-0.0412200448430493,0.1103788191330343,0,0,40.74,book,150
