,country,date,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,stay_home_requirements,after_lockdown_start,stringency_index,language
527,SRB,2020-03-16,-0.10074,0.2016048,2,1,66.67,Serbian
528,DEU,2020-03-16,-0.0119625,0.187300625,1,1,42.13,German
529,CHE,2020-03-16,-0.0848756,0.19612200000000002,0,0,44.44,German
530,VNM,2020-03-16,-0.03393982978723404,0.2374421843971631,0,0,47.22,Vietnamese
531,AUT,2020-03-16,-0.23033555555555557,0.2739788888888889,2,1,30.56,German
532,IND,2020-03-17,-0.04569674846625767,0.11579401840490797,0,1,44.44,Tamil
533,AUT,2020-03-17,-0.32179444444444444,0.3456033333333333,2,1,30.56,German
534,SRB,2020-03-17,-0.170454,0.22871439999999998,2,1,66.67,Serbian
535,CHE,2020-03-17,-0.1696508,0.2380456,1,1,73.15,German
536,DEU,2020-03-17,-0.081656875,0.215994375,1,1,42.13,German
537,VNM,2020-03-17,-0.03294687411598303,0.24904577086280055,0,0,47.22,Vietnamese
538,JPN,2020-03-17,-0.020830467571644043,0.1073003318250377,0,0,40.74,Japanese
539,DEU,2020-03-18,-0.131209375,0.23646499999999998,1,1,52.31,German
540,CHE,2020-03-18,-0.207024,0.2540548,1,1,73.15,German
541,IND,2020-03-18,-0.06649247706422018,0.1188870489296636,0,1,44.44,Tamil
542,VNM,2020-03-18,-0.08281974540311174,0.2611461810466761,0,0,47.22,Vietnamese
543,AUT,2020-03-18,-0.29356333333333334,0.3286677777777778,2,1,36.11,German
544,JPN,2020-03-18,-0.022782979041916167,0.10775092814371258,0,0,40.74,Japanese
545,SRB,2020-03-18,-0.18094280000000001,0.24700399999999997,3,1,81.48,Serbian
546,AUT,2020-03-19,-0.37415888888888893,0.3334533333333333,2,1,44.44,German
547,JPN,2020-03-19,0.004354992526158445,0.10347533632286994,0,0,40.74,Japanese
548,DEU,2020-03-19,-0.18361875,0.252159375,1,1,55.09,German
549,CHE,2020-03-19,-0.2582004,0.28842680000000004,1,1,73.15,German
550,VNM,2020-03-19,-0.07511588401697313,0.2593648514851485,0,0,47.22,Vietnamese
551,IND,2020-03-19,-0.08734392966360856,0.1223858256880734,0,1,44.44,Tamil
552,SRB,2020-03-19,-0.2206672,0.2660904,3,1,81.48,Serbian
553,DEU,2020-03-20,-0.2382525,0.269694375,1,1,57.87,German
554,VNM,2020-03-20,-0.0698206940509915,0.24549981586402267,0,0,47.22,Vietnamese
555,SRB,2020-03-20,-0.21287199999999998,0.25766079999999997,3,1,81.48,Serbian
556,AUT,2020-03-20,-0.4054433333333333,0.3303066666666667,2,1,47.22,German
557,CHE,2020-03-20,-0.3172132,0.2906672,1,1,73.15,German
558,JPN,2020-03-20,-0.0932498502994012,0.14038245508982036,0,0,40.74,Japanese
559,IND,2020-03-20,-0.11012614678899081,0.12653050458715598,0,1,44.44,Tamil
560,CHE,2020-03-21,-0.4698988,0.3923144,1,1,73.15,German
561,AUT,2020-03-21,-0.5351955555555556,0.45718666666666663,2,1,47.22,German
562,SRB,2020-03-21,-0.2708488,0.3022492,3,1,100.0,Serbian
563,DEU,2020-03-21,-0.342879375,0.372426875,2,1,68.06,German
564,IND,2020-03-21,-0.15854592649310872,0.14071751914241962,0,1,44.44,Tamil
565,VNM,2020-03-21,-0.07948304964539007,0.25634110638297875,0,0,47.22,Vietnamese
566,JPN,2020-03-21,-0.0007320715350223546,0.13290731743666168,0,0,40.74,Japanese
567,IND,2020-03-22,-0.5249268251533743,0.28327751533742335,3,1,100.0,Tamil
568,SRB,2020-03-22,-0.4763624,0.43644040000000006,3,1,100.0,Serbian
569,CHE,2020-03-22,-0.539552,0.5390516000000001,1,1,73.15,German
570,AUT,2020-03-22,-0.5660788888888889,0.5665766666666667,2,1,47.22,German
571,DEU,2020-03-22,-0.37231375,0.509500625,2,1,76.85,German
572,VNM,2020-03-22,-0.09153598011363635,0.26697626420454545,0,0,50.0,Vietnamese
573,JPN,2020-03-22,-0.04846760542168675,0.17214433734939757,0,0,40.74,Japanese
574,SRB,2020-03-23,-0.415634,0.36556879999999997,3,1,100.0,Serbian
575,AUT,2020-03-23,-0.40076222222222224,0.37278666666666666,2,1,52.78,German
576,VNM,2020-03-23,-0.06063509219858156,0.24417665248226952,0,0,50.0,Vietnamese
577,DEU,2020-03-23,-0.264755,0.30698875,2,1,76.85,German
578,IND,2020-03-23,-0.34585966309341504,0.18255672281776417,3,1,86.57,Tamil
579,CHE,2020-03-23,-0.33088999999999996,0.32526879999999997,1,1,73.15,German
580,JPN,2020-03-23,-0.01542356495468278,0.11038533232628399,0,0,40.74,Japanese
581,JPN,2020-03-24,-0.00962288315629742,0.10889274658573596,0,0,40.74,Japanese
582,SRB,2020-03-24,-0.49226080000000005,0.42005960000000003,3,1,100.0,Serbian
583,VNM,2020-03-24,-0.07206427157001415,0.2548846251768034,0,0,50.0,Vietnamese
584,IND,2020-03-24,-0.43594865237366,0.23039750382848392,3,1,86.57,Tamil
585,CHE,2020-03-24,-0.30726,0.3264036,1,1,73.15,German
586,AUT,2020-03-24,-0.39871,0.3823988888888889,2,1,71.3,German
587,DEU,2020-03-24,-0.27182875,0.316681875,2,1,76.85,German
588,AUT,2020-03-25,-0.42855666666666664,0.3948977777777778,2,1,71.3,German
589,CHE,2020-03-25,-0.3288636,0.33101280000000005,1,1,73.15,German
590,IND,2020-03-25,-0.5651326452599388,0.2844375993883792,3,1,100.0,Tamil
591,DEU,2020-03-25,-0.280940625,0.31543625,2,1,76.85,German
592,SRB,2020-03-25,-0.4771844,0.41220239999999997,3,1,100.0,Serbian
593,VNM,2020-03-25,-0.08314534653465347,0.2556474115983027,0,0,55.56,Vietnamese
594,JPN,2020-03-25,0.003051165644171779,0.10365838957055214,0,0,40.74,Japanese
595,IND,2020-03-26,-0.5813132721712538,0.29713154434250766,3,1,100.0,Tamil
596,CHE,2020-03-26,-0.338864,0.32732999999999995,1,1,73.15,German
597,AUT,2020-03-26,-0.4267755555555556,0.3883133333333333,2,1,71.3,German
598,SRB,2020-03-26,-0.4472856,0.39575879999999997,3,1,100.0,Serbian
599,VNM,2020-03-26,-0.08626512022630835,0.2550411739745403,0,0,61.11,Vietnamese
600,JPN,2020-03-26,0.0005887782805429864,0.10437090497737556,0,0,40.74,Japanese
601,DEU,2020-03-26,-0.284865,0.3072325,2,1,76.85,German
602,JPN,2020-03-27,-0.055039727272727275,0.11430575757575757,0,0,40.74,Japanese
603,SRB,2020-03-27,-0.4182636,0.36542319999999995,3,1,100.0,Serbian
604,VNM,2020-03-27,-0.1021886402266289,0.2620557223796034,0,0,66.67,Vietnamese
605,AUT,2020-03-27,-0.4120066666666667,0.3398333333333333,2,1,71.3,German
606,CHE,2020-03-27,-0.3324628,0.3068056,1,1,73.15,German
607,IND,2020-03-27,-0.5860267075038285,0.30578756508422666,3,1,100.0,Tamil
608,DEU,2020-03-27,-0.283538125,0.29045624999999997,2,1,76.85,German
609,JPN,2020-03-28,-0.10642542424242424,0.1546319696969697,0,0,40.74,Japanese
610,CHE,2020-03-28,-0.371432,0.34232039999999997,1,1,73.15,German
611,IND,2020-03-28,-0.5838653751914242,0.3046560490045942,3,1,100.0,Tamil
612,AUT,2020-03-28,-0.44858444444444445,0.36765000000000003,2,1,71.3,German
613,SRB,2020-03-28,-0.41719880000000004,0.37574240000000003,3,1,100.0,Serbian
614,DEU,2020-03-28,-0.297060625,0.34227625,2,1,76.85,German
615,VNM,2020-03-28,-0.1584009645390071,0.2900732624113475,0,0,83.33,Vietnamese
616,VNM,2020-03-29,-0.20986822695035462,0.31614095035460993,0,0,83.33,Vietnamese
617,JPN,2020-03-29,-0.20081067484662576,0.2206241564417178,0,0,40.74,Japanese
618,CHE,2020-03-29,-0.5349387999999999,0.5366804000000001,1,1,73.15,German
619,DEU,2020-03-29,-0.46050562500000003,0.56671875,2,1,76.85,German
620,IND,2020-03-29,-0.5739884226646248,0.3109628177641654,3,1,100.0,Tamil
621,SRB,2020-03-29,-0.5105976,0.450662,3,1,100.0,Serbian
622,AUT,2020-03-29,-0.5168722222222223,0.5327888888888889,2,1,71.3,German
623,AUT,2020-03-30,-0.41931666666666667,0.3759488888888889,2,1,71.3,German
624,DEU,2020-03-30,-0.2647775,0.31285125,2,1,76.85,German
625,CHE,2020-03-30,-0.3727296,0.353374,1,1,73.15,German
626,IND,2020-03-30,-0.5699986697247706,0.28734388379204895,3,1,100.0,Tamil
627,VNM,2020-03-30,-0.18802093617021276,0.2953002695035461,0,0,83.33,Vietnamese
628,JPN,2020-03-30,-0.05630787556904401,0.12151044006069803,0,0,40.74,Japanese
629,SRB,2020-03-30,-0.40387999999999996,0.356152,3,1,100.0,Serbian
630,DEU,2020-03-31,-0.231381875,0.294514375,2,1,76.85,German
631,IND,2020-03-31,-0.5618152752293578,0.2856375076452599,3,1,100.0,Tamil
632,SRB,2020-03-31,-0.4173128,0.37126440000000005,3,1,100.0,Serbian
633,JPN,2020-03-31,-0.05296884498480243,0.11712744680851064,0,0,40.74,Japanese
634,AUT,2020-03-31,-0.3596977777777778,0.35683888888888887,2,1,71.3,German
635,VNM,2020-03-31,-0.17530785007072136,0.3045076379066478,0,0,83.33,Vietnamese
636,CHE,2020-03-31,-0.28740279999999996,0.3092956,1,1,73.15,German
637,DEU,2020-04-01,-0.24393875,0.292913125,2,1,76.85,German
638,VNM,2020-04-01,-0.27641350777934937,0.3371853041018387,2,1,96.3,Vietnamese
639,IND,2020-04-01,-0.5747232262996942,0.2873094036697248,3,1,100.0,Tamil
640,CHE,2020-04-01,-0.2833248,0.2975952,1,1,73.15,German
641,SRB,2020-04-01,-0.445028,0.398018,3,1,100.0,Serbian
642,AUT,2020-04-01,-0.36350666666666664,0.3322655555555556,2,1,71.3,German
643,JPN,2020-04-01,-0.12018101978691019,0.13600190258751904,0,0,40.74,Japanese
644,JPN,2020-04-02,-0.0895577086494689,0.11978858877086494,0,0,40.74,Japanese
645,IND,2020-04-02,-0.5842500458715597,0.2962370795107033,3,1,100.0,Tamil
646,AUT,2020-04-02,-0.3766533333333333,0.3279811111111111,2,1,73.15,German
647,DEU,2020-04-02,-0.254315,0.289956875,2,1,76.85,German
648,CHE,2020-04-02,-0.2862,0.29808640000000003,1,1,73.15,German
649,SRB,2020-04-02,-0.41796799999999995,0.37654879999999996,3,1,100.0,Serbian
650,VNM,2020-04-02,-0.37452469589816123,0.3887444130127299,2,1,96.3,Vietnamese
651,SRB,2020-04-03,-0.3675676,0.33718560000000003,3,1,100.0,Serbian
652,VNM,2020-04-03,-0.3457199433427762,0.36327144475920686,2,1,96.3,Vietnamese
653,IND,2020-04-03,-0.566184877675841,0.2846658103975535,3,1,100.0,Tamil
654,DEU,2020-04-03,-0.288345,0.2978025,2,1,76.85,German
655,CHE,2020-04-03,-0.308644,0.2855688,1,1,73.15,German
656,AUT,2020-04-03,-0.40127666666666667,0.3254255555555556,2,1,73.15,German
657,JPN,2020-04-03,-0.08639773899848255,0.11206751138088013,0,0,43.52,Japanese
658,VNM,2020-04-04,-0.35952293201133145,0.3723108073654391,2,1,96.3,Vietnamese
659,SRB,2020-04-04,-0.49398800000000004,0.4207508,3,1,100.0,Serbian
660,IND,2020-04-04,-0.5665118807339449,0.2854836085626911,3,1,100.0,Tamil
661,AUT,2020-04-04,-0.46179777777777775,0.3701933333333333,2,1,73.15,German
662,DEU,2020-04-04,-0.2809275,0.333275625,2,1,76.85,German
663,CHE,2020-04-04,-0.35903759999999996,0.3287676,1,1,73.15,German
664,JPN,2020-04-04,-0.0992784417549168,0.14642482602118004,0,0,43.52,Japanese
665,VNM,2020-04-05,-0.3868576879432624,0.3889443120567376,2,1,96.3,Vietnamese
666,AUT,2020-04-05,-0.4163377777777778,0.4513322222222222,2,1,73.15,German
667,SRB,2020-04-05,-0.7373988,0.6943736,3,1,100.0,Serbian
668,IND,2020-04-05,-0.573551880733945,0.2991108868501529,3,1,100.0,Tamil
669,DEU,2020-04-05,-0.226996875,0.437805,2,1,76.85,German
670,CHE,2020-04-05,-0.3225912,0.41613999999999995,1,1,73.15,German
671,JPN,2020-04-05,-0.18668610769230767,0.20317435384615387,0,0,43.52,Japanese
672,VNM,2020-04-06,-0.3221636170212766,0.34560852482269505,2,1,96.3,Vietnamese
673,SRB,2020-04-06,-0.3620388,0.3346712,3,1,100.0,Serbian
674,DEU,2020-04-06,-0.176746875,0.260934375,2,1,76.85,German
675,IND,2020-04-06,-0.5712356880733945,0.2728748470948012,3,1,100.0,Tamil
676,CHE,2020-04-06,-0.25083,0.28099599999999997,1,1,73.15,German
677,JPN,2020-04-06,-0.08326648854961832,0.12132169465648855,0,0,43.52,Japanese
678,AUT,2020-04-06,-0.2939888888888889,0.3021066666666667,2,1,73.15,German
679,SRB,2020-04-07,-0.3713536,0.34058520000000003,3,1,100.0,Serbian
680,CHE,2020-04-07,-0.2274728,0.2768044,1,1,73.15,German
681,VNM,2020-04-07,-0.29003297029702974,0.3408506506364922,2,1,96.3,Vietnamese
682,AUT,2020-04-07,-0.27834666666666663,0.30306222222222223,2,1,73.15,German
683,DEU,2020-04-07,-0.178705625,0.265541875,2,1,76.85,German
684,IND,2020-04-07,-0.5561326605504587,0.2760977675840979,3,1,100.0,Tamil
685,JPN,2020-04-07,-0.0845344157814871,0.1217793019726859,1,1,45.37,Japanese
686,VNM,2020-04-08,-0.2982468458274399,0.336154540311174,2,1,96.3,Vietnamese
687,IND,2020-04-08,-0.5609612404287901,0.2762788208269525,3,1,100.0,Tamil
688,JPN,2020-04-08,-0.11615377473363775,0.12876678843226788,1,1,45.37,Japanese
689,DEU,2020-04-08,-0.179639375,0.25744875,2,1,76.85,German
690,SRB,2020-04-08,-0.3730616,0.3369364,3,1,100.0,Serbian
691,AUT,2020-04-08,-0.2980222222222222,0.2956722222222222,2,1,73.15,German
692,CHE,2020-04-08,-0.2261144,0.27002919999999997,1,1,73.15,German
693,JPN,2020-04-09,-0.13194208588957054,0.13586579754601227,1,1,45.37,Japanese
694,DEU,2020-04-09,-0.169901875,0.24875125,2,1,76.85,German
695,SRB,2020-04-09,-0.3345984,0.3199976,3,1,100.0,Serbian
696,VNM,2020-04-09,-0.2826243059490085,0.33345543909348446,2,1,96.3,Vietnamese
697,AUT,2020-04-09,-0.3138066666666666,0.2881288888888889,2,1,73.15,German
698,IND,2020-04-09,-0.5694274464831804,0.2929570795107034,3,1,100.0,Tamil
699,CHE,2020-04-09,-0.2048288,0.2596036,1,1,73.15,German
700,DEU,2020-04-10,-0.525525,0.42464999999999997,2,1,76.85,German
701,SRB,2020-04-10,-0.2773004,0.2847116,3,1,100.0,Serbian
702,IND,2020-04-10,-0.5779325267993874,0.30250350689127103,3,1,100.0,Tamil
703,CHE,2020-04-10,-0.45995919999999996,0.3902564,1,1,73.15,German
704,VNM,2020-04-10,-0.2832786968838527,0.32979361189801704,2,1,96.3,Vietnamese
705,AUT,2020-04-10,-0.35077222222222226,0.29219,2,1,73.15,German
706,JPN,2020-04-10,-0.13782127272727274,0.13164286363636363,1,1,45.37,Japanese
707,JPN,2020-04-11,-0.18279181402439024,0.1730442225609756,1,1,45.37,Japanese
708,DEU,2020-04-11,-0.232688125,0.296731875,2,1,76.85,German
709,VNM,2020-04-11,-0.28241753541076486,0.33640271954674217,2,1,96.3,Vietnamese
710,CHE,2020-04-11,-0.3133704,0.2956352,1,1,73.15,German
711,SRB,2020-04-11,-0.7186007999999999,0.6487492,3,1,100.0,Serbian
712,AUT,2020-04-11,-0.41841,0.33475222222222223,2,1,73.15,German
713,IND,2020-04-11,-0.5695833690658499,0.2979382388973966,3,1,100.0,Tamil
714,DEU,2020-04-12,-0.215246875,0.410073125,2,1,76.85,German
715,VNM,2020-04-12,-0.3385273087818697,0.3712357223796034,2,1,96.3,Vietnamese
716,SRB,2020-04-12,-0.7208592,0.6563756,3,1,100.0,Serbian
717,AUT,2020-04-12,-0.37769444444444444,0.42610444444444445,2,1,73.15,German
718,CHE,2020-04-12,-0.32735559999999997,0.4054372,1,1,73.15,German
719,JPN,2020-04-12,-0.3268802457757296,0.2619250230414747,1,1,45.37,Japanese
720,IND,2020-04-12,-0.5700803058103975,0.306269373088685,3,1,100.0,Tamil
721,IND,2020-04-13,-0.5582333333333334,0.2804558256880734,3,1,100.0,Tamil
722,CHE,2020-04-13,-0.42187040000000003,0.3962084,1,1,73.15,German
723,DEU,2020-04-13,-0.567325,0.481514375,2,1,76.85,German
724,AUT,2020-04-13,-0.5646344444444444,0.4654077777777778,2,1,73.15,German
725,SRB,2020-04-13,-0.2744164,0.2876124,3,1,100.0,Serbian
726,VNM,2020-04-13,-0.31306220963172804,0.3530654957507082,2,1,96.3,Vietnamese
727,JPN,2020-04-13,-0.21352342465753424,0.18663298325722982,1,1,45.37,Japanese
728,CHE,2020-04-14,-0.24299759999999998,0.27744199999999997,1,1,73.15,German
729,AUT,2020-04-14,-0.26200666666666667,0.29783444444444446,2,1,73.15,German
730,JPN,2020-04-14,-0.14489251524390245,0.14297695121951218,1,1,45.37,Japanese
731,VNM,2020-04-14,-0.24734393210749647,0.3242698727015559,2,1,96.3,Vietnamese
732,DEU,2020-04-14,-0.20621125,0.2779925,2,1,76.85,German
733,SRB,2020-04-14,-0.3663972,0.34515239999999997,3,1,100.0,Serbian
734,IND,2020-04-14,-0.5635319694656489,0.2889954961832061,3,1,100.0,Tamil
735,DEU,2020-04-15,-0.200688125,0.27479125,2,1,76.85,German
736,IND,2020-04-15,-0.5461306422018348,0.2780808868501529,3,1,100.0,Tamil
737,VNM,2020-04-15,-0.2416648514851485,0.31891476661951906,2,1,88.43,Vietnamese
738,SRB,2020-04-15,-0.3037936,0.3135084,3,1,100.0,Serbian
739,AUT,2020-04-15,-0.22909666666666664,0.2690877777777778,2,1,69.44,German
740,JPN,2020-04-15,-0.12959696646341462,0.13845356707317075,1,1,45.37,Japanese
741,CHE,2020-04-15,-0.216416,0.2706956,1,1,73.15,German
742,CHE,2020-04-16,-0.22141960000000002,0.2684416,1,1,73.15,German
743,AUT,2020-04-16,-0.23417444444444444,0.25759777777777776,2,1,69.44,German
744,DEU,2020-04-16,-0.18588875,0.255464375,2,1,76.85,German
745,VNM,2020-04-16,-0.19208766619519096,0.306780396039604,2,1,88.43,Vietnamese
746,IND,2020-04-16,-0.54507745398773,0.27711549079754605,3,1,100.0,Tamil
747,SRB,2020-04-16,-0.2586588,0.2888864,3,1,100.0,Serbian
748,JPN,2020-04-16,-0.14486490881458966,0.1440074924012158,1,1,47.22,Japanese
749,CHE,2020-04-17,-0.23695239999999998,0.2549476,1,1,73.15,German
750,JPN,2020-04-17,-0.17200807283763278,0.14470227617602427,1,1,47.22,Japanese
751,AUT,2020-04-17,-0.2399933333333333,0.2486722222222222,2,1,69.44,German
752,IND,2020-04-17,-0.5432677300613497,0.27639216257668714,3,1,100.0,Tamil
753,SRB,2020-04-17,-0.33219679999999996,0.2935344,3,1,100.0,Serbian
754,VNM,2020-04-17,-0.2076882719546742,0.3088805240793201,2,1,88.43,Vietnamese
755,DEU,2020-04-17,-0.201728125,0.250799375,2,1,76.85,German
756,AUT,2020-04-18,-0.3185533333333333,0.2964,2,1,69.44,German
757,SRB,2020-04-18,-0.714324,0.6293052,3,1,100.0,Serbian
758,VNM,2020-04-18,-0.21617432624113472,0.31443724822695035,2,1,88.43,Vietnamese
759,JPN,2020-04-18,-0.31073937784522004,0.23281669195751137,1,1,47.22,Japanese
760,CHE,2020-04-18,-0.2805304,0.2954112,1,1,73.15,German
761,DEU,2020-04-18,-0.198225625,0.29769875,2,1,76.85,German
762,IND,2020-04-18,-0.549110719754977,0.280394808575804,3,1,100.0,Tamil
763,AUT,2020-04-19,-0.4098922222222222,0.45355888888888884,2,1,69.44,German
764,IND,2020-04-19,-0.5520909662576686,0.2904585889570552,3,1,100.0,Tamil
765,VNM,2020-04-19,-0.21265554609929077,0.31529991489361703,2,1,88.43,Vietnamese
766,DEU,2020-04-19,-0.18538375,0.42241375000000003,2,1,76.85,German
767,JPN,2020-04-19,-0.27792801223241587,0.23218600917431192,1,1,47.22,Japanese
768,SRB,2020-04-19,-0.7207996,0.6354364,3,1,100.0,Serbian
769,CHE,2020-04-19,-0.28025279999999997,0.3993232,1,1,73.15,German
770,IND,2020-04-20,-0.5289305828220858,0.2604123619631902,3,1,96.3,Tamil
771,SRB,2020-04-20,-0.7415996,0.6402459999999999,3,1,100.0,Serbian
772,DEU,2020-04-20,-0.129954375,0.24548,2,1,76.85,German
773,AUT,2020-04-20,-0.20842,0.26877999999999996,2,1,69.44,German
774,JPN,2020-04-20,-0.20346004587155964,0.1755822018348624,1,1,47.22,Japanese
775,VNM,2020-04-20,-0.16229469503546098,0.28841085106382974,2,1,88.43,Vietnamese
776,CHE,2020-04-20,-0.2350668,0.274374,1,1,73.15,German
777,DEU,2020-04-21,-0.1366275,0.24898062499999998,2,1,76.85,German
778,SRB,2020-04-21,-0.2471124,0.2779176,3,1,96.3,Serbian
779,VNM,2020-04-21,-0.14555357850070721,0.2911984016973126,2,1,88.43,Vietnamese
780,AUT,2020-04-21,-0.17239666666666664,0.2581077777777778,2,1,69.44,German
781,IND,2020-04-21,-0.5137206901840491,0.2606275920245399,3,1,96.3,Tamil
782,JPN,2020-04-21,-0.16665218654434252,0.1527196483180428,1,1,47.22,Japanese
783,CHE,2020-04-21,-0.2101764,0.274028,1,1,73.15,German
784,IND,2020-04-22,-0.5154690366972478,0.26043899082568805,3,1,96.3,Tamil
785,VNM,2020-04-22,-0.18070532577903684,0.2944354390934844,0,1,79.63,Vietnamese
786,CHE,2020-04-22,-0.17660119999999999,0.2503276,1,1,73.15,German
787,JPN,2020-04-22,-0.1878137899543379,0.16110048706240487,1,1,47.22,Japanese
788,DEU,2020-04-22,-0.146283125,0.24397375,2,1,76.85,German
789,AUT,2020-04-22,-0.18495444444444445,0.24448222222222218,2,1,69.44,German
790,SRB,2020-04-22,-0.272784,0.2835528,3,1,96.3,Serbian
791,VNM,2020-04-23,-0.18071206506364923,0.30156230551626595,0,1,79.63,Vietnamese
792,JPN,2020-04-23,-0.19090528417818742,0.16199955453149,1,1,47.22,Japanese
793,DEU,2020-04-23,-0.141760625,0.23323312499999999,2,1,76.85,German
794,IND,2020-04-23,-0.5232430321592649,0.27135055130168456,3,1,96.3,Tamil
795,AUT,2020-04-23,-0.19945444444444446,0.23915000000000003,2,1,69.44,German
796,SRB,2020-04-23,-0.24377839999999998,0.276208,3,1,96.3,Serbian
797,CHE,2020-04-23,-0.1788572,0.2471068,1,1,73.15,German
798,VNM,2020-04-24,-0.180142828854314,0.30882837340876945,0,1,79.63,Vietnamese
799,AUT,2020-04-24,-0.22925,0.24049,2,1,69.44,German
800,JPN,2020-04-24,-0.1914611111111111,0.1547448706240487,1,1,47.22,Japanese
801,IND,2020-04-24,-0.5161829294478527,0.2699459969325153,3,1,96.3,Tamil
802,CHE,2020-04-24,-0.209862,0.2408812,1,1,73.15,German
803,DEU,2020-04-24,-0.179626875,0.24096625,2,1,76.85,German
804,SRB,2020-04-24,-0.1622624,0.2314488,3,1,96.3,Serbian
805,DEU,2020-04-25,-0.18794,0.295933125,2,1,76.85,German
806,IND,2020-04-25,-0.5266894785276074,0.27732595092024537,3,1,96.3,Tamil
807,SRB,2020-04-25,-0.6850488,0.6046692,3,1,96.3,Serbian
808,JPN,2020-04-25,-0.22963449848024317,0.19320075987841945,1,1,47.22,Japanese
809,AUT,2020-04-25,-0.31763,0.29444555555555557,2,1,69.44,German
810,VNM,2020-04-25,-0.1559743546099291,0.29651336170212766,0,1,74.07,Vietnamese
811,CHE,2020-04-25,-0.2759832,0.2875336,1,1,73.15,German
812,SRB,2020-04-26,-0.6906864,0.6241720000000001,3,1,96.3,Serbian
813,IND,2020-04-26,-0.5405377607361963,0.2950665797546012,3,1,96.3,Tamil
814,JPN,2020-04-26,-0.3219842089093702,0.2528770353302611,1,1,47.22,Japanese
815,VNM,2020-04-26,-0.13609834042553193,0.2976710780141844,0,1,76.85,Vietnamese
816,CHE,2020-04-26,-0.2997104,0.4043264,1,1,73.15,German
817,DEU,2020-04-26,-0.1492875,0.414493125,2,1,76.85,German
818,AUT,2020-04-26,-0.2504588888888889,0.38474111111111114,2,1,69.44,German
819,IND,2020-04-27,-0.5113988532110092,0.26293181957186545,3,1,96.3,Tamil
820,AUT,2020-04-27,-0.17257444444444445,0.24914333333333336,2,1,69.44,German
821,JPN,2020-04-27,-0.17798781010719755,0.16480923430321592,1,1,47.22,Japanese
822,VNM,2020-04-27,-0.07099622695035461,0.2560555886524823,0,1,76.85,Vietnamese
823,DEU,2020-04-27,-0.10834,0.238021875,2,1,76.85,German
824,CHE,2020-04-27,-0.1330684,0.22823519999999997,1,1,69.44,German
825,SRB,2020-04-27,-0.14141679999999998,0.2283388,3,1,93.52,Serbian
826,DEU,2020-04-28,-0.136666875,0.253766875,2,1,76.85,German
827,VNM,2020-04-28,-0.0207326874115983,0.2546257708628006,0,1,76.85,Vietnamese
828,SRB,2020-04-28,-0.20557999999999998,0.2455416,3,1,93.52,Serbian
829,CHE,2020-04-28,-0.1944808,0.2618708,1,1,69.44,German
830,IND,2020-04-28,-0.5012194801223242,0.2643667889908257,3,1,96.3,Tamil
831,AUT,2020-04-28,-0.14479333333333333,0.24527222222222222,2,1,69.44,German
832,JPN,2020-04-28,-0.16193969418960244,0.15782405198776758,1,1,47.22,Japanese
833,VNM,2020-04-29,0.032528201133144474,0.24475536827195468,0,1,76.85,Vietnamese
834,AUT,2020-04-29,-0.22296444444444447,0.2751544444444444,2,1,69.44,German
835,SRB,2020-04-29,-0.1922744,0.252458,3,1,93.52,Serbian
836,JPN,2020-04-29,-0.31737497695852535,0.212114178187404,1,1,47.22,Japanese
837,IND,2020-04-29,-0.4997330061349693,0.2592958282208589,3,1,96.3,Tamil
838,DEU,2020-04-29,-0.148426875,0.2573175,2,1,76.85,German
839,CHE,2020-04-29,-0.1864556,0.2484376,1,1,69.44,German
840,AUT,2020-04-30,-0.13419999999999999,0.21230333333333334,2,1,69.44,German
841,JPN,2020-04-30,-0.18872377473363774,0.16009161339421613,1,1,47.22,Japanese
842,IND,2020-04-30,-0.49963891437308866,0.25955489296636086,3,1,96.3,Tamil
843,SRB,2020-04-30,-0.1265376,0.2270812,3,1,96.3,Serbian
844,CHE,2020-04-30,-0.2110864,0.2633732,1,1,69.44,German
845,DEU,2020-04-30,-0.09798125,0.22667125,2,1,76.85,German
846,VNM,2020-04-30,0.11234017021276596,0.24572829787234043,0,1,76.85,Vietnamese
847,VNM,2020-05-01,-0.015775290780141844,0.25026070921985816,0,1,76.85,Vietnamese
848,SRB,2020-05-01,-0.7243556,0.6064608,3,1,96.3,Serbian
849,IND,2020-05-01,-0.5084411485451761,0.26613980091883616,3,1,96.3,Tamil
850,DEU,2020-05-01,-0.520829375,0.431868125,2,1,76.85,German
851,CHE,2020-05-01,-0.3422208,0.30703759999999997,1,1,69.44,German
852,JPN,2020-05-01,-0.2097808510638298,0.16156507598784195,1,1,47.22,Japanese
853,AUT,2020-05-01,-0.4689755555555555,0.36729555555555554,0,1,69.44,German
854,DEU,2020-05-02,-0.1908,0.294955,2,1,76.85,German
855,CHE,2020-05-02,-0.33070520000000003,0.3026632,1,1,69.44,German
856,SRB,2020-05-02,-0.3999648,0.3549496,3,1,96.3,Serbian
857,VNM,2020-05-02,0.03831113475177305,0.24510109219858156,0,1,76.85,Vietnamese
858,IND,2020-05-02,-0.4934651687116564,0.2573193404907975,3,1,96.3,Tamil
859,AUT,2020-05-02,-0.23564444444444443,0.24731555555555554,0,1,69.44,German
860,JPN,2020-05-02,-0.2610496036585366,0.20326580792682925,1,1,47.22,Japanese
