,language,date,book,jogging,origami,yoga,bread,orchids,mindfulness,podcast,calligraphy,board games,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,stay_home_requirements,after_lockdown_start,stringency_index
862,Vietnamese,2020-06-09,58.0,39.0,18.0,94.0,61.0,113.0,12.0,80.0,20.0,15.0,0.092187223796034,0.2081402974504249,0.0,1.0,69.44
863,Vietnamese,2020-06-10,55.0,23.0,29.0,56.0,65.0,91.0,18.0,62.0,20.0,27.0,0.0710221104815864,0.2128615014164306,0.0,1.0,69.44
864,Vietnamese,2020-06-11,32.0,17.0,28.0,63.0,58.0,115.0,19.0,88.0,18.0,27.0,0.0962218528995756,0.20999414427157,0.0,1.0,69.44
865,Vietnamese,2020-06-12,36.0,30.0,21.0,54.0,66.0,137.0,10.0,76.0,12.0,15.0,0.1003359206798866,0.2059216288951841,0.0,1.0,69.44
866,Vietnamese,2020-06-13,37.0,21.0,18.0,42.0,48.0,64.0,8.0,71.0,20.0,20.0,0.0975034801136363,0.2256190767045454,0.0,1.0,69.44
867,Vietnamese,2020-06-14,43.0,21.0,28.0,40.0,63.0,106.0,21.0,58.0,26.0,29.0,0.0841183687943262,0.2496478156028369,0.0,1.0,69.44
868,Vietnamese,2020-06-15,53.0,22.0,16.0,51.0,68.0,115.0,11.0,82.0,21.0,20.0,0.08968515625,0.2099112926136363,0.0,1.0,69.44
869,Vietnamese,2020-06-16,52.0,24.0,19.0,53.0,94.0,110.0,10.0,72.0,13.0,20.0,0.113676657223796,0.2087432294617563,0.0,1.0,58.33
870,Vietnamese,2020-06-17,58.0,30.0,62.0,60.0,83.0,129.0,14.0,64.0,25.0,16.0,0.0839352056737588,0.210295829787234,0.0,1.0,58.33
871,Vietnamese,2020-06-18,45.0,48.0,26.0,47.0,80.0,112.0,17.0,79.0,12.0,47.0,0.0789618838526912,0.2103044475920679,0.0,1.0,58.33
872,Vietnamese,2020-06-19,36.0,20.0,28.0,76.0,64.0,98.0,19.0,65.0,11.0,50.0,0.085756609929078,0.207691914893617,0.0,1.0,58.33
873,Vietnamese,2020-06-20,39.0,24.0,9.0,48.0,40.0,75.0,11.0,37.0,13.0,33.0,0.1066867897727272,0.2193918181818182,0.0,1.0,58.33
874,Vietnamese,2020-06-21,40.0,24.0,11.0,122.0,59.0,101.0,20.0,55.0,13.0,42.0,0.0974034090909091,0.2376419460227272,0.0,1.0,58.33
875,Vietnamese,2020-06-22,50.0,33.0,45.0,65.0,75.0,78.0,20.0,61.0,15.0,43.0,0.1087570028409091,0.20394625,0.0,1.0,58.33
876,Vietnamese,2020-06-23,42.0,24.0,40.0,49.0,87.0,85.0,12.0,72.0,19.0,33.0,0.1061854674220963,0.2089834277620396,0.0,1.0,58.33
877,Vietnamese,2020-06-24,39.0,21.0,14.0,50.0,73.0,113.0,9.0,54.0,22.0,33.0,0.1070922521246458,0.2049929745042493,0.0,1.0,58.33
878,Vietnamese,2020-06-25,41.0,27.0,24.0,56.0,51.0,83.0,7.0,50.0,12.0,61.0,0.0970026808510638,0.1993343687943262,0.0,1.0,55.56
879,Vietnamese,2020-06-26,31.0,29.0,23.0,50.0,39.0,99.0,7.0,59.0,19.0,21.0,0.1173789787234042,0.2023226241134751,0.0,1.0,55.56
880,Vietnamese,2020-06-27,18.0,27.0,17.0,48.0,45.0,69.0,8.0,46.0,21.0,28.0,0.111072439716312,0.2215885531914893,0.0,1.0,55.56
881,Vietnamese,2020-06-28,41.0,15.0,16.0,31.0,46.0,84.0,8.0,39.0,18.0,42.0,0.1430046950354609,0.234439390070922,0.0,1.0,55.56
882,Vietnamese,2020-06-29,25.0,22.0,16.0,34.0,52.0,91.0,12.0,57.0,19.0,39.0,0.1099542269503546,0.2082322978723404,0.0,1.0,55.56
883,Vietnamese,2020-06-30,21.0,11.0,10.0,53.0,65.0,70.0,8.0,65.0,15.0,47.0,0.1156968413597733,0.2134465014164306,0.0,1.0,55.56
884,Vietnamese,2020-07-01,41.0,22.0,22.0,40.0,72.0,68.0,22.0,58.0,16.0,37.0,0.075702223796034,0.2123252974504249,0.0,1.0,55.56
