,language,date,book,jogging,origami,yoga,bread,orchids,mindfulness,podcast,calligraphy,board games,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,stay_home_requirements,after_lockdown_start,stringency_index
173,German,2020-06-22,232.0,79.0,129.0,783.0,240.0,480.0,1.0,2028.0,140.0,354.0,0.069855937037037,0.16083181944444444,0.0,1.0,49.69333333333333
174,German,2020-06-23,173.0,78.0,117.0,576.0,230.0,402.0,5.0,2033.0,119.0,346.0,0.09439952222222221,0.15704959814814815,0.0,1.0,50.31
175,German,2020-06-24,191.0,69.0,121.0,630.0,210.0,378.0,2.0,2226.0,114.0,288.0,0.08659589537037037,0.15468593148148146,0.0,1.0,50.31
176,German,2020-06-25,208.0,71.0,104.0,659.0,211.0,346.0,2.0,3194.0,119.0,300.0,0.05303874444444443,0.15796742407407402,0.0,1.0,50.31
177,German,2020-06-26,143.0,40.0,74.0,510.0,208.0,393.0,1.0,2716.0,117.0,308.0,0.035633709259259204,0.15460681944444443,0.0,1.0,50.31
178,German,2020-06-27,101.0,45.0,81.0,520.0,165.0,342.0,1.0,2405.0,103.0,368.0,0.024282494444444438,0.19156127962962963,0.0,1.0,50.31
179,German,2020-06-28,160.0,84.0,143.0,642.0,223.0,528.0,1.0,2706.0,123.0,464.0,0.0768267509259259,0.27886096944444444,0.0,1.0,50.31
180,German,2020-06-29,197.0,65.0,119.0,661.0,211.0,374.0,1.0,2061.0,129.0,425.0,0.04735910092592587,0.17215111018518514,0.0,1.0,50.31
181,German,2020-06-30,189.0,64.0,131.0,606.0,199.0,423.0,1.0,1788.0,163.0,317.0,0.10445794907407406,0.1558042287037037,0.0,1.0,50.31
182,German,2020-07-01,189.0,51.0,128.0,591.0,238.0,394.0,0.0,1850.0,129.0,341.0,0.07225670925925924,0.15550106203703704,0.0,1.0,55.86666666666667
183,Japanese,2020-01-01,90.0,50.0,133.0,233.0,177.0,123.0,209.0,183.0,201.0,164.0,,,0.0,0.0,0.0
184,Japanese,2020-01-02,125.0,62.0,173.0,291.0,195.0,130.0,251.0,235.0,195.0,181.0,,,0.0,0.0,0.0
185,Japanese,2020-01-03,112.0,98.0,149.0,319.0,213.0,132.0,293.0,255.0,158.0,203.0,,,0.0,0.0,0.0
186,Japanese,2020-01-04,116.0,107.0,179.0,371.0,334.0,146.0,327.0,226.0,220.0,191.0,,,0.0,0.0,0.0
187,Japanese,2020-01-05,151.0,100.0,159.0,372.0,374.0,171.0,366.0,315.0,213.0,208.0,,,0.0,0.0,0.0
188,Japanese,2020-01-06,196.0,60.0,203.0,381.0,286.0,173.0,514.0,301.0,251.0,206.0,,,0.0,0.0,0.0
189,Japanese,2020-01-07,235.0,91.0,189.0,358.0,292.0,152.0,502.0,325.0,237.0,227.0,,,0.0,0.0,0.0
190,Japanese,2020-01-08,203.0,58.0,233.0,379.0,300.0,153.0,441.0,276.0,232.0,217.0,,,0.0,0.0,0.0
191,Japanese,2020-01-09,254.0,61.0,380.0,336.0,305.0,168.0,452.0,348.0,245.0,207.0,,,0.0,0.0,0.0
192,Japanese,2020-01-10,203.0,76.0,174.0,289.0,328.0,122.0,361.0,267.0,220.0,401.0,,,0.0,0.0,0.0
193,Japanese,2020-01-11,143.0,92.0,183.0,267.0,287.0,139.0,353.0,321.0,166.0,223.0,,,0.0,0.0,0.0
194,Japanese,2020-01-12,157.0,91.0,160.0,388.0,311.0,171.0,325.0,259.0,208.0,284.0,,,0.0,0.0,0.0
195,Japanese,2020-01-13,161.0,77.0,202.0,402.0,346.0,171.0,368.0,411.0,210.0,201.0,,,0.0,0.0,0.0
196,Japanese,2020-01-14,211.0,76.0,248.0,312.0,382.0,177.0,465.0,536.0,285.0,197.0,,,0.0,0.0,0.0
197,Japanese,2020-01-15,208.0,77.0,221.0,285.0,307.0,181.0,549.0,444.0,222.0,188.0,,,0.0,0.0,0.0
198,Japanese,2020-01-16,218.0,63.0,231.0,326.0,340.0,158.0,458.0,484.0,250.0,215.0,,,0.0,0.0,0.0
199,Japanese,2020-01-17,198.0,50.0,281.0,651.0,323.0,162.0,407.0,502.0,236.0,189.0,,,0.0,0.0,0.0
200,Japanese,2020-01-18,172.0,67.0,186.0,331.0,284.0,178.0,826.0,648.0,197.0,174.0,,,0.0,0.0,0.0
201,Japanese,2020-01-19,185.0,68.0,143.0,433.0,341.0,168.0,1157.0,663.0,195.0,175.0,,,0.0,0.0,0.0
202,Japanese,2020-01-20,224.0,65.0,203.0,374.0,362.0,188.0,703.0,550.0,240.0,188.0,,,0.0,0.0,0.0
203,Japanese,2020-01-21,202.0,70.0,259.0,363.0,357.0,169.0,617.0,550.0,200.0,191.0,,,0.0,0.0,0.0
204,Japanese,2020-01-22,218.0,66.0,181.0,350.0,370.0,125.0,579.0,480.0,278.0,151.0,,,0.0,0.0,2.78
205,Japanese,2020-01-23,224.0,63.0,285.0,292.0,355.0,182.0,582.0,505.0,296.0,206.0,,,0.0,0.0,2.78
206,Japanese,2020-01-24,165.0,47.0,293.0,310.0,372.0,183.0,535.0,376.0,226.0,181.0,,,0.0,0.0,2.78
207,Japanese,2020-01-25,144.0,71.0,170.0,336.0,273.0,183.0,422.0,418.0,580.0,198.0,,,0.0,0.0,2.78
208,Japanese,2020-01-26,181.0,82.0,168.0,353.0,329.0,167.0,708.0,507.0,231.0,181.0,,,0.0,0.0,2.78
209,Japanese,2020-01-27,220.0,49.0,289.0,341.0,333.0,154.0,607.0,450.0,278.0,188.0,,,0.0,0.0,2.78
210,Japanese,2020-01-28,201.0,56.0,192.0,336.0,414.0,185.0,528.0,466.0,287.0,172.0,,,0.0,0.0,2.78
211,Japanese,2020-01-29,249.0,56.0,165.0,301.0,325.0,175.0,552.0,435.0,207.0,215.0,,,0.0,0.0,2.78
212,Japanese,2020-01-30,212.0,47.0,208.0,339.0,401.0,168.0,585.0,347.0,313.0,194.0,,,0.0,0.0,2.78
213,Japanese,2020-01-31,215.0,47.0,197.0,285.0,389.0,216.0,434.0,383.0,195.0,186.0,,,0.0,0.0,2.78
214,Japanese,2020-02-01,149.0,50.0,200.0,293.0,360.0,151.0,353.0,412.0,156.0,147.0,,,0.0,0.0,8.33
215,Japanese,2020-02-02,179.0,83.0,180.0,302.0,341.0,169.0,480.0,447.0,197.0,188.0,,,0.0,0.0,8.33
216,Japanese,2020-02-03,291.0,58.0,225.0,316.0,341.0,189.0,474.0,441.0,252.0,185.0,,,0.0,0.0,8.33
217,Japanese,2020-02-04,319.0,78.0,206.0,282.0,372.0,196.0,466.0,361.0,218.0,206.0,,,0.0,0.0,19.44
218,Japanese,2020-02-05,314.0,47.0,184.0,239.0,369.0,124.0,430.0,329.0,214.0,168.0,,,0.0,0.0,19.44
219,Japanese,2020-02-06,269.0,56.0,292.0,287.0,374.0,137.0,405.0,437.0,256.0,164.0,,,0.0,0.0,19.44
220,Japanese,2020-02-07,311.0,63.0,226.0,247.0,319.0,173.0,373.0,376.0,203.0,189.0,,,0.0,0.0,19.44
221,Japanese,2020-02-08,144.0,78.0,194.0,218.0,309.0,192.0,473.0,467.0,152.0,159.0,,,0.0,0.0,19.44
222,Japanese,2020-02-09,153.0,82.0,195.0,275.0,359.0,196.0,394.0,498.0,176.0,223.0,,,0.0,0.0,19.44
223,Japanese,2020-02-10,236.0,58.0,230.0,260.0,367.0,161.0,446.0,513.0,188.0,234.0,,,0.0,0.0,19.44
224,Japanese,2020-02-11,214.0,75.0,202.0,294.0,394.0,148.0,403.0,575.0,173.0,162.0,,,0.0,0.0,19.44
225,Japanese,2020-02-12,278.0,55.0,234.0,271.0,382.0,165.0,426.0,394.0,235.0,200.0,,,0.0,0.0,19.44
226,Japanese,2020-02-13,269.0,66.0,178.0,285.0,463.0,190.0,576.0,413.0,209.0,198.0,,,0.0,0.0,19.44
227,Japanese,2020-02-14,292.0,54.0,190.0,299.0,366.0,211.0,459.0,327.0,196.0,163.0,,,0.0,0.0,19.44
228,Japanese,2020-02-15,166.0,54.0,186.0,324.0,324.0,268.0,389.0,370.0,152.0,149.0,,,0.0,0.0,19.44
229,Japanese,2020-02-16,208.0,74.0,163.0,324.0,318.0,311.0,410.0,421.0,150.0,189.0,,,0.0,0.0,19.44
230,Japanese,2020-02-17,303.0,75.0,169.0,277.0,367.0,223.0,472.0,483.0,229.0,201.0,,,0.0,0.0,19.44
231,Japanese,2020-02-18,354.0,69.0,204.0,331.0,298.0,303.0,519.0,425.0,187.0,194.0,,,0.0,0.0,19.44
232,Japanese,2020-02-19,266.0,57.0,199.0,267.0,327.0,224.0,475.0,368.0,209.0,176.0,,,0.0,0.0,19.44
233,Japanese,2020-02-20,452.0,53.0,189.0,240.0,288.0,224.0,459.0,366.0,187.0,156.0,,,0.0,0.0,25.0
234,Japanese,2020-02-21,314.0,44.0,198.0,289.0,331.0,200.0,390.0,290.0,155.0,197.0,,,0.0,0.0,25.0
235,Japanese,2020-02-22,142.0,58.0,202.0,261.0,311.0,250.0,287.0,316.0,150.0,159.0,,,0.0,0.0,25.0
236,Japanese,2020-02-23,164.0,62.0,137.0,296.0,363.0,184.0,341.0,336.0,161.0,180.0,,,0.0,0.0,25.0
237,Japanese,2020-02-24,174.0,95.0,137.0,289.0,358.0,168.0,369.0,339.0,178.0,165.0,,,0.0,0.0,25.0
238,Japanese,2020-02-25,379.0,67.0,164.0,286.0,321.0,162.0,396.0,298.0,200.0,170.0,,,0.0,0.0,34.26
239,Japanese,2020-02-26,342.0,59.0,136.0,259.0,351.0,148.0,344.0,547.0,172.0,169.0,,,0.0,0.0,34.26
240,Japanese,2020-02-27,294.0,66.0,162.0,307.0,282.0,152.0,318.0,658.0,181.0,140.0,,,0.0,0.0,34.26
241,Japanese,2020-02-28,197.0,62.0,136.0,215.0,261.0,151.0,294.0,292.0,161.0,176.0,,,0.0,0.0,34.26
242,Japanese,2020-02-29,132.0,52.0,163.0,249.0,311.0,156.0,387.0,330.0,136.0,152.0,,,0.0,0.0,34.26
243,Japanese,2020-03-01,141.0,83.0,160.0,279.0,310.0,150.0,444.0,311.0,162.0,156.0,-0.0888647740963855,0.1649461596385542,0.0,0.0,34.26
244,Japanese,2020-03-02,164.0,71.0,201.0,237.0,295.0,146.0,416.0,374.0,144.0,152.0,-0.049927616892911,0.1125029562594268,0.0,0.0,43.52
245,Japanese,2020-03-03,170.0,78.0,170.0,253.0,343.0,197.0,428.0,368.0,149.0,161.0,-0.0343208982035928,0.1054278143712574,0.0,0.0,43.52
246,Japanese,2020-03-04,146.0,73.0,203.0,263.0,299.0,159.0,371.0,441.0,156.0,141.0,-0.0802724511278195,0.1212363157894736,0.0,0.0,43.52
247,Japanese,2020-03-05,171.0,39.0,142.0,238.0,699.0,214.0,362.0,461.0,162.0,172.0,-0.064185374251497,0.1145636377245508,0.0,0.0,43.52
248,Japanese,2020-03-06,167.0,62.0,185.0,270.0,383.0,145.0,332.0,335.0,137.0,162.0,-0.0557015892053973,0.1060226536731634,0.0,0.0,43.52
249,Japanese,2020-03-07,128.0,71.0,383.0,263.0,472.0,177.0,265.0,375.0,127.0,185.0,-0.0647107831325301,0.138244578313253,0.0,0.0,43.52
250,Japanese,2020-03-08,140.0,80.0,270.0,261.0,329.0,224.0,365.0,402.0,153.0,159.0,-0.1615681749622926,0.1979689592760181,0.0,0.0,43.52
251,Japanese,2020-03-09,150.0,78.0,206.0,225.0,298.0,168.0,348.0,371.0,166.0,166.0,-0.0412200448430493,0.1103788191330343,0.0,0.0,40.74
252,Japanese,2020-03-10,156.0,75.0,229.0,238.0,361.0,178.0,333.0,402.0,175.0,186.0,-0.0687206746626686,0.1241413943028485,0.0,0.0,40.74
253,Japanese,2020-03-11,108.0,69.0,234.0,274.0,335.0,184.0,264.0,330.0,146.0,323.0,-0.0395175485799701,0.1091047085201793,0.0,0.0,40.74
254,Japanese,2020-03-12,167.0,70.0,205.0,238.0,344.0,201.0,268.0,340.0,126.0,187.0,-0.0335650374812593,0.1073852473763118,0.0,0.0,40.74
255,Japanese,2020-03-13,171.0,75.0,195.0,221.0,449.0,171.0,274.0,316.0,183.0,216.0,-0.0424191754122938,0.1036292503748126,0.0,0.0,40.74
256,Japanese,2020-03-14,183.0,81.0,242.0,272.0,337.0,190.0,253.0,370.0,139.0,198.0,-0.1009781146304675,0.1562526998491704,0.0,0.0,40.74
257,Japanese,2020-03-15,159.0,75.0,167.0,287.0,341.0,189.0,236.0,350.0,243.0,187.0,-0.0664346987951807,0.1686580271084337,0.0,0.0,40.74
258,Japanese,2020-03-16,163.0,60.0,157.0,248.0,327.0,193.0,314.0,391.0,144.0,215.0,-0.0361841203007518,0.1143356691729323,0.0,0.0,40.74
259,Japanese,2020-03-17,150.0,60.0,118.0,230.0,336.0,153.0,338.0,364.0,128.0,182.0,-0.020830467571644,0.1073003318250377,0.0,0.0,40.74
260,Japanese,2020-03-18,161.0,55.0,145.0,262.0,273.0,165.0,336.0,351.0,145.0,175.0,-0.0227829790419161,0.1077509281437125,0.0,0.0,40.74
261,Japanese,2020-03-19,157.0,65.0,124.0,292.0,320.0,177.0,317.0,356.0,146.0,145.0,0.0043549925261584,0.1034753363228699,0.0,0.0,40.74
262,Japanese,2020-03-20,139.0,83.0,122.0,339.0,317.0,183.0,268.0,373.0,140.0,153.0,-0.0932498502994012,0.1403824550898203,0.0,0.0,40.74
263,Japanese,2020-03-21,158.0,89.0,141.0,311.0,479.0,189.0,251.0,383.0,132.0,182.0,-0.0007320715350223,0.1329073174366616,0.0,0.0,40.74
264,Japanese,2020-03-22,135.0,87.0,179.0,244.0,324.0,213.0,275.0,370.0,163.0,176.0,-0.0484676054216867,0.1721443373493975,0.0,0.0,40.74
265,Japanese,2020-03-23,151.0,61.0,182.0,246.0,350.0,163.0,306.0,375.0,168.0,190.0,-0.0154235649546827,0.1103853323262839,0.0,0.0,40.74
266,Japanese,2020-03-24,146.0,63.0,144.0,243.0,435.0,182.0,364.0,343.0,145.0,231.0,-0.0096228831562974,0.1088927465857359,0.0,0.0,40.74
267,Japanese,2020-03-25,142.0,60.0,139.0,197.0,271.0,154.0,289.0,365.0,122.0,356.0,0.0030511656441717,0.1036583895705521,0.0,0.0,40.74
268,Japanese,2020-03-26,139.0,68.0,485.0,202.0,302.0,152.0,285.0,456.0,120.0,287.0,0.0005887782805429,0.1043709049773755,0.0,0.0,40.74
269,Japanese,2020-03-27,139.0,42.0,196.0,260.0,311.0,168.0,282.0,433.0,120.0,269.0,-0.0550397272727272,0.1143057575757575,0.0,0.0,40.74
270,Japanese,2020-03-28,121.0,51.0,217.0,314.0,357.0,186.0,352.0,460.0,135.0,290.0,-0.1064254242424242,0.1546319696969697,0.0,0.0,40.74
271,Japanese,2020-03-29,152.0,69.0,182.0,344.0,494.0,179.0,297.0,506.0,161.0,251.0,-0.2008106748466257,0.2206241564417178,0.0,0.0,40.74
272,Japanese,2020-03-30,133.0,47.0,148.0,249.0,382.0,173.0,434.0,441.0,146.0,157.0,-0.056307875569044,0.121510440060698,0.0,0.0,40.74
273,Japanese,2020-03-31,117.0,65.0,170.0,190.0,271.0,138.0,401.0,375.0,120.0,220.0,-0.0529688449848024,0.1171274468085106,0.0,0.0,40.74
274,Japanese,2020-04-01,149.0,47.0,217.0,211.0,392.0,147.0,419.0,436.0,101.0,217.0,-0.1201810197869101,0.136001902587519,0.0,0.0,40.74
275,Japanese,2020-04-02,133.0,66.0,143.0,244.0,280.0,160.0,327.0,394.0,104.0,190.0,-0.0895577086494689,0.1197885887708649,0.0,0.0,40.74
276,Japanese,2020-04-03,135.0,71.0,152.0,225.0,272.0,147.0,377.0,370.0,134.0,157.0,-0.0863977389984825,0.1120675113808801,0.0,0.0,43.52
277,Japanese,2020-04-04,125.0,84.0,155.0,226.0,313.0,177.0,342.0,466.0,151.0,185.0,-0.0992784417549168,0.14642482602118,0.0,0.0,43.52
278,Japanese,2020-04-05,166.0,92.0,161.0,233.0,338.0,215.0,448.0,457.0,159.0,177.0,-0.1866861076923076,0.2031743538461538,0.0,0.0,43.52
279,Japanese,2020-04-06,121.0,51.0,167.0,225.0,301.0,169.0,359.0,420.0,114.0,157.0,-0.0832664885496183,0.1213216946564885,0.0,0.0,43.52
280,Japanese,2020-04-07,150.0,151.0,140.0,248.0,289.0,153.0,369.0,416.0,123.0,205.0,-0.0845344157814871,0.1217793019726859,1.0,1.0,45.37
281,Japanese,2020-04-08,144.0,129.0,150.0,243.0,312.0,148.0,358.0,442.0,121.0,179.0,-0.1161537747336377,0.1287667884322678,1.0,1.0,45.37
282,Japanese,2020-04-09,159.0,118.0,144.0,276.0,365.0,187.0,399.0,421.0,131.0,192.0,-0.1319420858895705,0.1358657975460122,1.0,1.0,45.37
283,Japanese,2020-04-10,155.0,113.0,177.0,259.0,339.0,193.0,328.0,432.0,128.0,191.0,-0.1378212727272727,0.1316428636363636,1.0,1.0,45.37
284,Japanese,2020-04-11,118.0,127.0,180.0,275.0,407.0,174.0,339.0,568.0,154.0,469.0,-0.1827918140243902,0.1730442225609756,1.0,1.0,45.37
285,Japanese,2020-04-12,156.0,101.0,175.0,308.0,513.0,215.0,330.0,592.0,160.0,239.0,-0.3268802457757296,0.2619250230414747,1.0,1.0,45.37
286,Japanese,2020-04-13,142.0,80.0,1252.0,295.0,422.0,208.0,369.0,655.0,133.0,227.0,-0.2135234246575342,0.1866329832572298,1.0,1.0,45.37
287,Japanese,2020-04-14,170.0,101.0,350.0,303.0,381.0,187.0,458.0,550.0,147.0,200.0,-0.1448925152439024,0.1429769512195121,1.0,1.0,45.37
288,Japanese,2020-04-15,158.0,115.0,248.0,272.0,325.0,198.0,501.0,504.0,130.0,225.0,-0.1295969664634146,0.1384535670731707,1.0,1.0,45.37
289,Japanese,2020-04-16,182.0,75.0,214.0,282.0,369.0,193.0,883.0,495.0,145.0,228.0,-0.1448649088145896,0.1440074924012158,1.0,1.0,47.22
290,Japanese,2020-04-17,172.0,99.0,236.0,252.0,457.0,211.0,337.0,507.0,174.0,205.0,-0.1720080728376327,0.1447022761760242,1.0,1.0,47.22
291,Japanese,2020-04-18,167.0,100.0,261.0,333.0,441.0,230.0,329.0,612.0,191.0,245.0,-0.31073937784522,0.2328166919575113,1.0,1.0,47.22
292,Japanese,2020-04-19,177.0,118.0,229.0,328.0,364.0,240.0,307.0,609.0,146.0,230.0,-0.2779280122324158,0.2321860091743119,1.0,1.0,47.22
293,Japanese,2020-04-20,189.0,113.0,195.0,336.0,452.0,233.0,356.0,533.0,206.0,296.0,-0.2034600458715596,0.1755822018348624,1.0,1.0,47.22
294,Japanese,2020-04-21,216.0,134.0,202.0,291.0,494.0,252.0,392.0,590.0,192.0,280.0,-0.1666521865443425,0.1527196483180428,1.0,1.0,47.22
295,Japanese,2020-04-22,201.0,126.0,211.0,376.0,385.0,226.0,447.0,626.0,199.0,234.0,-0.1878137899543379,0.1611004870624048,1.0,1.0,47.22
296,Japanese,2020-04-23,196.0,147.0,177.0,395.0,352.0,249.0,488.0,689.0,229.0,242.0,-0.1909052841781874,0.16199955453149,1.0,1.0,47.22
297,Japanese,2020-04-24,216.0,118.0,188.0,380.0,370.0,208.0,408.0,615.0,162.0,239.0,-0.1914611111111111,0.1547448706240487,1.0,1.0,47.22
298,Japanese,2020-04-25,153.0,167.0,207.0,303.0,387.0,223.0,429.0,624.0,160.0,259.0,-0.2296344984802431,0.1932007598784194,1.0,1.0,47.22
299,Japanese,2020-04-26,172.0,119.0,212.0,364.0,491.0,262.0,422.0,647.0,207.0,227.0,-0.3219842089093702,0.2528770353302611,1.0,1.0,47.22
300,Japanese,2020-04-27,214.0,132.0,273.0,336.0,460.0,218.0,427.0,704.0,151.0,274.0,-0.1779878101071975,0.1648092343032159,1.0,1.0,47.22
301,Japanese,2020-04-28,214.0,124.0,212.0,393.0,424.0,229.0,448.0,657.0,165.0,330.0,-0.1619396941896024,0.1578240519877675,1.0,1.0,47.22
302,Japanese,2020-04-29,188.0,132.0,319.0,404.0,462.0,302.0,526.0,768.0,183.0,369.0,-0.3173749769585253,0.212114178187404,1.0,1.0,47.22
303,Japanese,2020-04-30,205.0,153.0,190.0,377.0,464.0,267.0,431.0,735.0,140.0,203.0,-0.1887237747336377,0.1600916133942161,1.0,1.0,47.22
304,Japanese,2020-05-01,187.0,154.0,223.0,353.0,374.0,247.0,423.0,737.0,147.0,205.0,-0.2097808510638298,0.1615650759878419,1.0,1.0,47.22
305,Japanese,2020-05-02,153.0,158.0,191.0,386.0,515.0,197.0,363.0,699.0,145.0,206.0,-0.2610496036585366,0.2032658079268292,1.0,1.0,47.22
306,Japanese,2020-05-03,157.0,175.0,206.0,389.0,435.0,380.0,401.0,771.0,186.0,212.0,-0.3158704427480916,0.2529018778625954,1.0,1.0,47.22
307,Japanese,2020-05-04,184.0,152.0,227.0,414.0,448.0,274.0,588.0,790.0,189.0,240.0,-0.3649256818181818,0.2464509848484848,1.0,1.0,47.22
308,Japanese,2020-05-05,187.0,163.0,261.0,477.0,400.0,323.0,776.0,646.0,202.0,301.0,-0.334818937784522,0.2322846737481032,1.0,1.0,47.22
309,Japanese,2020-05-06,248.0,120.0,240.0,452.0,465.0,279.0,839.0,650.0,221.0,288.0,-0.4087055061349693,0.2688913957055215,1.0,1.0,47.22
311,Japanese,2020-05-08,212.0,123.0,532.0,405.0,465.0,247.0,696.0,520.0,176.0,207.0,-0.1798505092592592,0.1503381018518518,1.0,1.0,47.22
312,Japanese,2020-05-09,218.0,105.0,330.0,390.0,519.0,287.0,468.0,498.0,183.0,225.0,-0.2348976470588235,0.1947244042232277,1.0,1.0,47.22
313,Japanese,2020-05-10,199.0,143.0,406.0,442.0,470.0,314.0,592.0,486.0,215.0,311.0,-0.306875562403698,0.245574314329738,1.0,1.0,47.22
314,Japanese,2020-05-11,296.0,140.0,298.0,380.0,389.0,243.0,562.0,474.0,257.0,286.0,-0.1458094307692307,0.1497497538461538,1.0,1.0,47.22
315,Japanese,2020-05-12,316.0,129.0,254.0,432.0,450.0,234.0,606.0,489.0,245.0,205.0,-0.1378989368258859,0.1474327889060092,1.0,1.0,47.22
316,Japanese,2020-05-13,245.0,144.0,248.0,450.0,471.0,246.0,565.0,508.0,287.0,204.0,-0.1507896153846153,0.1470375076923077,1.0,1.0,47.22
317,Japanese,2020-05-14,285.0,127.0,326.0,352.0,375.0,217.0,606.0,723.0,241.0,223.0,-0.1461794224924012,0.146609103343465,1.0,1.0,40.74
318,Japanese,2020-05-15,276.0,145.0,360.0,387.0,395.0,267.0,555.0,643.0,242.0,231.0,-0.1493646615384615,0.1401288769230769,1.0,1.0,40.74
319,Japanese,2020-05-16,258.0,80.0,299.0,401.0,425.0,254.0,502.0,604.0,235.0,243.0,-0.2554892129629629,0.2160531327160494,1.0,1.0,40.74
320,Japanese,2020-05-17,227.0,124.0,254.0,423.0,385.0,301.0,615.0,565.0,249.0,204.0,-0.2054446676970633,0.2085945595054096,1.0,1.0,40.74
321,Japanese,2020-05-18,310.0,95.0,283.0,447.0,438.0,259.0,745.0,580.0,251.0,220.0,-0.147087476635514,0.1531710436137071,1.0,1.0,40.74
322,Japanese,2020-05-19,291.0,78.0,304.0,392.0,365.0,301.0,620.0,640.0,248.0,223.0,-0.1591329984544049,0.1575659041731066,1.0,1.0,40.74
323,Japanese,2020-05-20,268.0,91.0,292.0,360.0,424.0,411.0,589.0,664.0,200.0,229.0,-0.1400078341013824,0.1442102764976958,1.0,1.0,40.74
324,Japanese,2020-05-21,238.0,97.0,257.0,338.0,480.0,278.0,564.0,695.0,203.0,258.0,-0.1394409582689335,0.1452878207109737,1.0,1.0,40.74
325,Japanese,2020-05-22,208.0,119.0,255.0,294.0,366.0,206.0,473.0,498.0,209.0,266.0,-0.139217542503864,0.1374712210200927,1.0,1.0,40.74
326,Japanese,2020-05-23,189.0,120.0,261.0,350.0,419.0,205.0,447.0,600.0,295.0,258.0,-0.1479135813953488,0.166869953488372,1.0,1.0,40.74
327,Japanese,2020-05-24,199.0,96.0,269.0,440.0,421.0,247.0,431.0,651.0,494.0,303.0,-0.1474978881987577,0.1972730900621118,1.0,1.0,40.74
328,Japanese,2020-05-25,263.0,111.0,219.0,335.0,366.0,211.0,426.0,549.0,310.0,326.0,-0.0912845085803432,0.1311523088923556,0.0,1.0,34.26
329,Japanese,2020-05-26,196.0,94.0,327.0,406.0,401.0,243.0,465.0,510.0,294.0,298.0,-0.1033447261345852,0.1372889201877934,0.0,1.0,34.26
330,Japanese,2020-05-27,218.0,121.0,251.0,359.0,412.0,188.0,444.0,486.0,252.0,247.0,-0.103249859375,0.13207546875,0.0,1.0,34.26
331,Japanese,2020-05-28,236.0,80.0,229.0,340.0,443.0,197.0,403.0,446.0,227.0,246.0,-0.089875875,0.129292140625,0.0,1.0,34.26
332,Japanese,2020-05-29,252.0,83.0,224.0,335.0,368.0,264.0,413.0,396.0,218.0,246.0,-0.0897079783950617,0.1207736574074074,0.0,1.0,34.26
333,Japanese,2020-05-30,336.0,73.0,201.0,365.0,400.0,210.0,317.0,455.0,230.0,246.0,-0.0697903560371517,0.145610294117647,0.0,1.0,34.26
334,Japanese,2020-05-31,304.0,97.0,227.0,361.0,438.0,248.0,407.0,517.0,210.0,239.0,-0.1381814397496087,0.1926099217527386,0.0,1.0,34.26
335,Japanese,2020-06-01,224.0,99.0,148.0,303.0,300.0,189.0,431.0,477.0,230.0,237.0,-0.0805886228482003,0.1249573395931142,0.0,1.0,28.7
336,Japanese,2020-06-02,206.0,76.0,188.0,319.0,347.0,184.0,434.0,474.0,281.0,225.0,-0.06730684375,0.119903875,0.0,1.0,28.7
337,Japanese,2020-06-03,246.0,76.0,212.0,285.0,348.0,218.0,434.0,482.0,227.0,201.0,-0.0755929467084639,0.1200389968652037,0.0,1.0,28.7
338,Japanese,2020-06-04,221.0,107.0,176.0,301.0,305.0,209.0,409.0,414.0,200.0,267.0,-0.0753002647975077,0.1216038785046728,0.0,1.0,28.7
339,Japanese,2020-06-05,179.0,97.0,207.0,266.0,296.0,175.0,397.0,503.0,191.0,337.0,-0.0693031181102362,0.1155351653543307,0.0,1.0,28.7
340,Japanese,2020-06-06,189.0,69.0,189.0,322.0,336.0,202.0,273.0,477.0,157.0,343.0,-0.0588146948356807,0.1425362754303599,0.0,1.0,28.7
341,Japanese,2020-06-07,178.0,102.0,162.0,317.0,376.0,184.0,410.0,484.0,190.0,294.0,-0.0709415213946117,0.1751398573692551,0.0,1.0,28.7
342,Japanese,2020-06-08,233.0,98.0,160.0,309.0,348.0,194.0,507.0,439.0,177.0,303.0,-0.0487934796238244,0.1193169905956112,0.0,1.0,28.7
343,Japanese,2020-06-09,206.0,86.0,240.0,322.0,349.0,216.0,490.0,451.0,177.0,295.0,-0.045669874015748,0.1181712755905511,0.0,1.0,28.7
344,Japanese,2020-06-10,176.0,84.0,248.0,441.0,329.0,208.0,398.0,323.0,218.0,254.0,-0.0477330625,0.1185314531249999,0.0,1.0,28.7
345,Japanese,2020-06-11,175.0,51.0,239.0,397.0,393.0,183.0,373.0,429.0,266.0,294.0,-0.0866794811320754,0.1341444025157232,0.0,1.0,28.7
346,Japanese,2020-06-12,187.0,46.0,188.0,497.0,362.0,152.0,329.0,469.0,143.0,289.0,-0.0692919527559055,0.118563937007874,0.0,1.0,28.7
347,Japanese,2020-06-13,130.0,46.0,228.0,453.0,360.0,193.0,310.0,479.0,169.0,274.0,-0.11637738170347,0.1702808359621451,0.0,1.0,28.7
348,Japanese,2020-06-14,165.0,81.0,203.0,378.0,365.0,190.0,375.0,523.0,197.0,284.0,-0.123509746031746,0.1898718253968254,0.0,1.0,28.7
349,Japanese,2020-06-15,211.0,63.0,249.0,359.0,318.0,165.0,453.0,372.0,207.0,254.0,-0.0395302399999999,0.115522656,0.0,1.0,28.7
