Date,Book,Jogging,Origami,Board Games,Yoga,Bread,Orchids,Calligraphy,Mindfulness,Podcast,Language
11/29/2019,14,0,13,4,90,7,1,3,0,2,Tamil
11/30/2019,17,0,3,5,74,7,10,5,1,1,Tamil
12/1/2019,23,0,7,2,58,5,5,1,1,3,Tamil
12/2/2019,13,0,7,4,51,5,2,1,1,3,Tamil
12/3/2019,25,1,10,4,74,5,2,4,1,3,Tamil
12/4/2019,12,0,15,2,44,3,1,3,1,7,Tamil
12/5/2019,18,1,7,2,53,4,3,5,0,3,Tamil
12/6/2019,11,0,8,2,59,0,2,2,0,4,Tamil
12/7/2019,15,0,7,2,64,3,2,1,0,9,Tamil
12/8/2019,9,0,6,2,42,6,5,1,0,5,Tamil
12/9/2019,10,2,10,4,71,2,3,0,0,3,Tamil
12/10/2019,7,0,6,1,54,4,8,1,2,0,Tamil
12/11/2019,14,1,10,4,90,5,4,6,0,4,Tamil
12/12/2019,13,0,7,2,57,3,5,3,0,2,Tamil
12/13/2019,16,0,5,5,72,3,2,1,0,4,Tamil
12/14/2019,14,3,5,2,91,1,2,1,0,2,Tamil
12/15/2019,16,0,1,3,46,6,3,2,0,4,Tamil
12/16/2019,13,0,9,2,72,2,3,0,0,2,Tamil
12/17/2019,17,2,6,6,85,2,3,0,0,2,Tamil
12/18/2019,17,1,4,2,82,4,2,1,0,3,Tamil
12/19/2019,16,1,4,3,105,2,4,3,2,3,Tamil
12/20/2019,10,0,2,4,75,3,2,3,0,1,Tamil
12/21/2019,8,0,4,2,54,5,0,3,2,8,Tamil
12/22/2019,21,0,9,3,58,0,3,5,1,3,Tamil
12/23/2019,15,1,5,1,94,7,1,2,2,2,Tamil
12/24/2019,12,0,4,1,63,1,5,1,0,5,Tamil
12/25/2019,7,1,3,3,53,4,3,2,1,3,Tamil
12/26/2019,11,2,3,3,65,4,8,2,2,1,Tamil
12/27/2019,9,1,5,7,50,2,0,8,1,2,Tamil
12/28/2019,19,0,2,3,41,1,0,3,0,3,Tamil
12/29/2019,19,1,4,3,52,3,4,2,3,2,Tamil
12/30/2019,17,2,11,1,51,6,5,1,0,1,Tamil
12/31/2019,21,0,4,1,107,0,1,0,0,1,Tamil
1/1/2020,11,0,6,2,80,1,3,1,1,2,Tamil
1/2/2020,25,0,9,5,60,2,1,1,0,2,Tamil
1/3/2020,12,0,6,0,80,2,6,1,0,2,Tamil
1/4/2020,20,0,2,3,64,1,2,2,0,3,Tamil
1/5/2020,24,0,7,6,63,3,4,2,1,3,Tamil
1/6/2020,45,0,6,2,76,1,4,0,0,4,Tamil
1/7/2020,20,3,10,6,73,7,4,4,0,5,Tamil
1/8/2020,28,0,6,2,67,5,4,2,0,2,Tamil
1/9/2020,23,1,7,5,63,3,0,2,0,3,Tamil
1/10/2020,25,0,1,1,36,2,1,0,2,4,Tamil
1/11/2020,20,2,4,2,75,1,2,4,0,0,Tamil
1/12/2020,23,0,9,1,53,7,6,2,0,4,Tamil
1/13/2020,14,0,7,4,67,2,5,3,0,3,Tamil
1/14/2020,9,0,4,3,27,1,1,2,1,1,Tamil
1/15/2020,7,0,1,0,33,3,1,2,2,1,Tamil
1/16/2020,9,0,9,3,58,5,5,0,0,3,Tamil
1/17/2020,12,0,2,2,56,0,2,0,0,3,Tamil
1/18/2020,21,0,3,1,51,1,4,3,0,2,Tamil
1/19/2020,15,0,16,7,61,2,6,2,3,4,Tamil
1/20/2020,24,2,10,3,100,0,1,1,0,3,Tamil
1/21/2020,32,0,6,7,138,3,5,1,0,6,Tamil
1/22/2020,31,1,6,4,86,3,7,2,2,2,Tamil
1/23/2020,22,1,6,3,108,1,1,2,0,0,Tamil
1/24/2020,16,2,14,2,72,2,5,0,0,2,Tamil
1/25/2020,13,0,4,3,91,2,2,2,0,0,Tamil
1/26/2020,20,2,6,5,67,4,3,1,0,4,Tamil
1/27/2020,21,0,2,5,83,1,6,1,0,3,Tamil
1/28/2020,16,0,3,5,77,2,7,1,0,8,Tamil
1/29/2020,20,3,8,3,64,0,4,4,1,2,Tamil
1/30/2020,23,3,9,3,57,3,4,0,0,3,Tamil
1/31/2020,31,1,2,0,86,1,6,0,1,1,Tamil
2/1/2020,30,0,1,2,45,3,2,1,0,1,Tamil
2/2/2020,33,0,5,3,74,4,7,0,0,5,Tamil
2/3/2020,25,1,11,5,51,4,3,3,1,3,Tamil
2/4/2020,18,0,8,1,99,6,2,1,3,3,Tamil
2/5/2020,14,3,4,5,55,2,8,1,2,0,Tamil
2/6/2020,22,1,5,4,89,3,4,1,1,4,Tamil
2/7/2020,27,0,4,0,66,0,6,1,0,2,Tamil
2/8/2020,16,0,3,4,53,3,6,0,0,1,Tamil
2/9/2020,32,0,6,5,58,3,6,2,0,8,Tamil
2/10/2020,20,1,4,2,69,4,4,3,0,2,Tamil
2/11/2020,22,0,6,1,96,3,7,2,0,3,Tamil
2/12/2020,18,0,7,2,80,0,4,1,0,2,Tamil
2/13/2020,16,1,9,3,104,1,12,1,0,4,Tamil
2/14/2020,17,0,1,3,89,1,8,4,0,3,Tamil
2/15/2020,14,1,3,2,65,3,3,2,0,3,Tamil
2/16/2020,42,0,4,5,67,3,7,0,1,8,Tamil
2/17/2020,24,0,7,1,98,2,1,1,0,2,Tamil
2/18/2020,26,0,7,3,82,1,5,1,0,3,Tamil
2/19/2020,15,0,10,9,97,2,2,3,0,0,Tamil
2/20/2020,36,1,6,3,84,1,4,0,1,2,Tamil
2/21/2020,15,0,5,1,112,2,3,4,1,2,Tamil
2/22/2020,11,1,3,4,79,2,2,0,0,6,Tamil
2/23/2020,15,0,5,3,81,0,3,2,1,5,Tamil
2/24/2020,20,0,9,3,81,0,1,1,1,4,Tamil
2/25/2020,23,0,11,5,138,0,2,3,0,1,Tamil
2/26/2020,16,0,7,4,133,1,5,1,0,5,Tamil
2/27/2020,12,1,4,5,75,1,1,5,1,1,Tamil
2/28/2020,9,0,6,5,70,0,4,2,0,5,Tamil
2/29/2020,14,1,3,3,84,2,5,2,0,1,Tamil
3/1/2020,18,0,2,2,150,2,3,2,0,1,Tamil
